id_x,timestamp_coleta_x,id_onibus,letreiro_linha,latitude,longitude,timestamp_posicao,id_y,timestamp_coleta_y,id_linha,id_parada,horario_previsao
361238,2025-08-15 09:01:02.828951,78679,6044-10,-23.6429795,-46.7368055,2025-08-15T12:00:34Z,,,,,
361239,2025-08-15 09:01:02.828951,78899,6044-10,-23.642918,-46.741842,2025-08-15T12:00:32Z,,,,,
361240,2025-08-15 09:01:02.828951,78061,6044-10,-23.6413495,-46.724045000000004,2025-08-15T12:00:33Z,,,,,
361241,2025-08-15 09:01:02.828951,78271,6044-10,-23.676944,-46.7986715,2025-08-15T12:00:37Z,,,,,
361242,2025-08-15 09:01:02.828951,78594,6044-10,-23.677695,-46.793955499999996,2025-08-15T12:00:41Z,,,,,
361243,2025-08-15 09:01:02.828951,31504,4312-10,-23.552281,-46.619065500000005,2025-08-15T12:00:41Z,,,,,
361244,2025-08-15 09:01:02.828951,31521,4312-10,-23.567049250000004,-46.495264999999996,2025-08-15T12:00:21Z,,,,,
361245,2025-08-15 09:01:02.828951,31507,4312-10,-23.543128875,-46.50986225,2025-08-15T12:00:49Z,,,,,
361246,2025-08-15 09:01:02.828951,31716,4312-10,-23.5342275,-46.544989375,2025-08-15T12:00:54Z,,,,,
361247,2025-08-15 09:01:02.828951,31505,4312-10,-23.5428105,-46.587509,2025-08-15T12:00:50Z,,,,,
361248,2025-08-15 09:01:02.828951,78664,6042-10,-23.64273075,-46.7381735,2025-08-15T12:00:32Z,,,,,
361249,2025-08-15 09:01:02.828951,78138,6042-10,-23.672669,-46.7646945,2025-08-15T12:00:47Z,,,,,
361250,2025-08-15 09:01:02.828951,78560,6042-10,-23.6492035,-46.7505295,2025-08-15T12:00:47Z,,,,,
361251,2025-08-15 09:01:02.828951,78408,6042-10,-23.672669,-46.7646945,2025-08-15T12:00:49Z,,,,,
361252,2025-08-15 09:01:02.828951,15162,1020-10,-23.488023,-46.719959,2025-08-15T12:00:40Z,,,,,
361253,2025-08-15 09:01:02.828951,15208,1020-10,-23.4096475,-46.734919250000004,2025-08-15T12:00:48Z,,,,,
361254,2025-08-15 09:01:02.828951,15207,1020-10,-23.4845285,-46.709875,2025-08-15T12:00:56Z,,,,,
361255,2025-08-15 09:01:02.828951,73222,7001-10,-23.7243085,-46.754826,2025-08-15T12:00:42Z,,,,,
361256,2025-08-15 09:01:02.828951,73473,7001-10,-23.7243085,-46.754826,2025-08-15T12:00:57Z,,,,,
361257,2025-08-15 09:01:02.828951,7302,7001-10,-23.692809,-46.778341,2025-08-15T11:58:18Z,,,,,
361258,2025-08-15 09:01:02.828951,73477,7001-10,-23.702990999999997,-46.7835575,2025-08-15T12:00:53Z,,,,,
361259,2025-08-15 09:01:02.828951,73484,7001-10,-23.7154445,-46.769909999999996,2025-08-15T12:00:17Z,,,,,
361260,2025-08-15 09:01:02.828951,73011,707A-10,-23.609755937499997,-46.667901625,2025-08-15T12:00:55Z,,,,,
361261,2025-08-15 09:01:02.828951,73977,707A-10,-23.605380875,-46.657783249999994,2025-08-15T12:00:30Z,,,,,
361262,2025-08-15 09:01:02.828951,73980,707A-10,-23.671774,-46.7412225,2025-08-15T12:00:29Z,,,,,
361263,2025-08-15 09:01:02.828951,73008,707A-10,-23.65687525,-46.7063055,2025-08-15T12:00:49Z,,,,,
361264,2025-08-15 09:01:02.828951,73975,707A-10,-23.612598,-46.637903124999994,2025-08-15T12:00:39Z,,,,,
361265,2025-08-15 09:01:02.828951,73936,707A-10,-23.6858575,-46.7702995,2025-08-15T12:00:38Z,,,,,
361266,2025-08-15 09:01:02.828951,52062,4222-10,-23.6145845,-46.516324,2025-08-15T12:00:29Z,,,,,
361267,2025-08-15 09:01:02.828951,52039,4222-10,-23.5850175,-46.5895645,2025-08-15T12:00:59Z,,,,,
361268,2025-08-15 09:01:02.828951,52029,4222-10,-23.614827,-46.512039,2025-08-15T12:00:54Z,,,,,
361269,2025-08-15 09:01:02.828951,36577,3756-10,-23.564459,-46.415409499999996,2025-08-15T12:00:51Z,,,,,
361270,2025-08-15 09:01:02.828951,36115,3756-10,-23.57389625,-46.393416,2025-08-15T12:00:38Z,,,,,
361271,2025-08-15 09:01:02.828951,36570,3756-10,-23.591324,-46.389072,2025-08-15T12:00:14Z,,,,,
361272,2025-08-15 09:01:02.828951,13671,9014-10,-23.4755885,-46.7043435,2025-08-15T12:00:52Z,,,,,
361273,2025-08-15 09:01:02.828951,55014,4028-10,-23.5926885625,-46.4887616875,2025-08-15T12:00:53Z,,,,,
361274,2025-08-15 09:01:02.828951,55139,4028-10,-23.6051385,-46.480371500000004,2025-08-15T12:00:56Z,,,,,
361275,2025-08-15 09:01:02.828951,55253,4028-10,-23.593083,-46.4887815,2025-08-15T12:00:48Z,,,,,
361276,2025-08-15 09:01:02.828951,55507,4028-10,-23.629542999999998,-46.4528615,2025-08-15T12:00:22Z,,,,,
361277,2025-08-15 09:01:02.828951,55389,4028-10,-23.641942999999998,-46.438282,2025-08-15T12:00:36Z,,,,,
361278,2025-08-15 09:01:02.828951,55136,4028-10,-23.641942999999998,-46.438282,2025-08-15T12:00:19Z,,,,,
361279,2025-08-15 09:01:02.828951,52861,475R-10,-23.56742725,-46.648875000000004,2025-08-15T12:00:39Z,,,,,
361280,2025-08-15 09:01:02.828951,52847,475R-10,-23.655139,-46.613951,2025-08-15T12:00:39Z,,,,,
361281,2025-08-15 09:01:02.828951,52846,475R-10,-23.6079275,-46.6377185,2025-08-15T12:00:21Z,,,,,
361282,2025-08-15 09:01:02.828951,52802,475R-10,-23.596413125,-46.64517975,2025-08-15T12:01:00Z,,,,,
361283,2025-08-15 09:01:02.828951,52779,475R-10,-23.652342,-46.609782499999994,2025-08-15T12:00:49Z,,,,,
361284,2025-08-15 09:01:02.828951,85595,775F-31,-23.626593,-46.745902,2025-08-15T12:00:23Z,,,,,
361285,2025-08-15 09:01:02.828951,85881,775F-31,-23.5849255,-46.6905905,2025-08-15T12:00:56Z,,,,,
361286,2025-08-15 09:01:02.828951,85882,775F-31,-23.626257000000003,-46.746007,2025-08-15T12:00:52Z,,,,,
361287,2025-08-15 09:01:02.828951,85873,775F-31,-23.625424,-46.748162,2025-08-15T12:00:54Z,,,,,
361288,2025-08-15 09:01:02.828951,45237,2715-10,-23.496946,-46.503088125000005,2025-08-15T12:00:46Z,,,,,
361289,2025-08-15 09:01:02.828951,45279,2715-10,-23.503345,-46.502950999999996,2025-08-15T12:00:37Z,,,,,
361290,2025-08-15 09:01:02.828951,45299,2715-10,-23.521863250000003,-46.502933,2025-08-15T12:00:33Z,,,,,
361291,2025-08-15 09:01:02.828951,45026,2715-10,-23.4980505,-46.503099,2025-08-15T12:00:22Z,,,,,
361292,2025-08-15 09:01:02.828951,45051,2715-10,-23.5127755,-46.5015115,2025-08-15T12:00:46Z,,,,,
361293,2025-08-15 09:01:02.828951,61590,695Y-10,-23.6326475,-46.68952175,2025-08-15T12:00:36Z,,,,,
361294,2025-08-15 09:01:02.828951,61796,695Y-10,-23.589460000000003,-46.633678,2025-08-15T12:00:57Z,,,,,
361295,2025-08-15 09:01:02.828951,61799,695Y-10,-23.826211875,-46.7326355,2025-08-15T12:00:47Z,,,,,
361296,2025-08-15 09:01:02.828951,61805,695Y-10,-23.7093575,-46.699754999999996,2025-08-15T12:00:56Z,,,,,
361297,2025-08-15 09:01:02.828951,61788,695Y-10,-23.6603545,-46.695952,2025-08-15T12:00:40Z,,,,,
361298,2025-08-15 09:01:02.828951,61807,695Y-10,-23.589460000000003,-46.633678,2025-08-15T12:00:42Z,,,,,
361299,2025-08-15 09:01:02.828951,61315,695Y-10,-23.658801250000003,-46.701466499999995,2025-08-15T12:01:01Z,,,,,
361300,2025-08-15 09:01:02.828951,61809,695Y-10,-23.589460000000003,-46.633678,2025-08-15T12:00:54Z,,,,,
361301,2025-08-15 09:01:02.828951,61588,695Y-10,-23.599649,-46.637840499999996,2025-08-15T12:00:31Z,,,,,
361302,2025-08-15 09:01:02.828951,22696,971M-10,-23.47168525,-46.68244,2025-08-15T12:00:35Z,,,,,
361303,2025-08-15 09:01:02.828951,22642,971M-10,-23.50092025,-46.624976625,2025-08-15T12:00:50Z,,,,,
361304,2025-08-15 09:01:02.828951,22887,971M-10,-23.475941249999998,-46.63750675,2025-08-15T12:00:44Z,,,,,
361305,2025-08-15 09:01:02.828951,22894,971M-10,-23.4690555,-46.678551999999996,2025-08-15T12:00:19Z,,,,,
361306,2025-08-15 09:01:02.828951,22888,971M-10,-23.494507499999997,-46.6269135,2025-08-15T12:00:56Z,,,,,
361307,2025-08-15 09:01:02.828951,22478,971M-10,-23.490531,-46.688970499999996,2025-08-15T12:00:49Z,,,,,
361308,2025-08-15 09:01:02.828951,21583,175T-10,-23.5518285,-46.6371295,2025-08-15T12:00:58Z,,,,,
361309,2025-08-15 09:01:02.828951,21593,175T-10,-23.65404,-46.63784,2025-08-15T12:00:32Z,,,,,
361310,2025-08-15 09:01:02.828951,21608,175T-10,-23.653689999999997,-46.6379405,2025-08-15T12:00:31Z,,,,,
361311,2025-08-15 09:01:02.828951,21606,175T-10,-23.653510999999998,-46.637828,2025-08-15T12:00:22Z,,,,,
361312,2025-08-15 09:01:02.828951,21595,175T-10,-23.6390905,-46.6413445,2025-08-15T11:59:59Z,,,,,
361313,2025-08-15 09:01:02.828951,21650,175T-10,-23.532132250000004,-46.632763625,2025-08-15T12:00:45Z,,,,,
361314,2025-08-15 09:01:02.828951,21640,175T-10,-23.5403285,-46.6353735,2025-08-15T12:00:31Z,,,,,
361315,2025-08-15 09:01:02.828951,21573,175T-10,-23.630838875,-46.663983875,2025-08-15T12:00:46Z,,,,,
361316,2025-08-15 09:01:02.828951,21572,175T-10,-23.602826,-46.651593250000005,2025-08-15T12:00:14Z,,,,,
361317,2025-08-15 09:01:02.828951,21621,175T-10,-23.653267,-46.637658,2025-08-15T12:00:55Z,,,,,
361318,2025-08-15 09:01:02.828951,21813,175T-10,-23.6380055,-46.65365525,2025-08-15T12:00:19Z,,,,,
361319,2025-08-15 09:01:02.828951,21597,175T-10,-23.566164,-46.640847,2025-08-15T12:00:57Z,,,,,
361320,2025-08-15 09:01:02.828951,85587,775F-31,-23.599339,-46.708543,2025-08-15T12:00:59Z,,,,,
361321,2025-08-15 09:01:02.828951,85600,775F-31,-23.61614475,-46.73150475,2025-08-15T12:00:44Z,,,,,
361322,2025-08-15 09:01:02.828951,21433,177H-10,-23.5685555,-46.708244500000006,2025-08-15T12:00:33Z,,,,,
361323,2025-08-15 09:01:02.828951,21964,177H-10,-23.5685555,-46.708244500000006,2025-08-15T12:00:44Z,,,,,
361324,2025-08-15 09:01:02.828951,21974,177H-10,-23.502436,-46.624016499999996,2025-08-15T12:00:52Z,,,,,
361325,2025-08-15 09:01:02.828951,21355,177H-10,-23.522364,-46.6594175,2025-08-15T12:00:55Z,,,,,
361326,2025-08-15 09:01:02.828951,21967,177H-10,-23.5529145,-46.7319765,2025-08-15T12:00:51Z,,,,,
361327,2025-08-15 09:01:02.828951,21262,177H-10,-23.500560999999998,-46.638238,2025-08-15T12:00:58Z,,,,,
361328,2025-08-15 09:01:02.828951,21965,177H-10,-23.546972250000003,-46.658325250000004,2025-08-15T12:00:53Z,,,,,
361329,2025-08-15 09:01:02.828951,45732,2711-10,-23.5297945,-46.500789,2025-08-15T12:00:45Z,,,,,
361330,2025-08-15 09:01:02.828951,45020,2711-10,-23.5143605,-46.480638,2025-08-15T12:00:26Z,,,,,
361331,2025-08-15 09:01:02.828951,45163,2711-10,-23.529340875000003,-46.5007615,2025-08-15T12:00:24Z,,,,,
361332,2025-08-15 09:01:02.828951,45125,2711-10,-23.513484249999998,-46.493828,2025-08-15T12:00:36Z,,,,,
361333,2025-08-15 09:01:02.828951,78001,6059-10,-23.65192725,-46.702461,2025-08-15T12:01:00Z,,,,,
361334,2025-08-15 09:01:02.828951,78169,6059-10,-23.680342,-46.743466,2025-08-15T12:00:18Z,,,,,
361335,2025-08-15 09:01:02.828951,78215,6059-10,-23.6365035,-46.7197565,2025-08-15T12:00:54Z,,,,,
361336,2025-08-15 09:01:02.828951,81526,778R-10,-23.5496505,-46.6536335,2025-08-15T12:00:35Z,,,,,
361337,2025-08-15 09:01:02.828951,81268,778R-10,-23.538894499999998,-46.649345499999995,2025-08-15T12:00:56Z,,,,,
361338,2025-08-15 09:01:02.828951,81554,778R-10,-23.5808295,-46.7295515,2025-08-15T12:00:28Z,,,,,
361339,2025-08-15 09:01:02.828951,22841,351F-10,-23.507511,-46.589180999999996,2025-08-15T12:00:49Z,,,,,
361340,2025-08-15 09:01:02.828951,22835,351F-10,-23.470238375,-46.57281625,2025-08-15T12:00:29Z,,,,,
361341,2025-08-15 09:01:02.828951,22843,351F-10,-23.54809175,-46.56788375000001,2025-08-15T12:00:26Z,,,,,
361342,2025-08-15 09:01:02.828951,55506,414P-10,-23.6103715,-46.529692,2025-08-15T12:00:16Z,,,,,
361343,2025-08-15 09:01:02.828951,55041,414P-10,-23.600794999999998,-46.5274895,2025-08-15T12:00:36Z,,,,,
361344,2025-08-15 09:01:02.828951,55165,414P-10,-23.5445075,-46.574312500000005,2025-08-15T12:00:42Z,,,,,
361345,2025-08-15 09:01:02.828951,55247,414P-10,-23.6103715,-46.529692,2025-08-15T12:00:34Z,,,,,
361346,2025-08-15 09:01:02.828951,3117,414P-10,-23.6103715,-46.529692,2025-08-15T12:00:30Z,,,,,
361347,2025-08-15 09:01:02.828951,55284,414P-10,-23.533912,-46.566791499999994,2025-08-15T12:00:51Z,,,,,
361348,2025-08-15 09:01:02.828951,55306,414P-10,-23.5814765,-46.537658,2025-08-15T12:00:44Z,,,,,
361349,2025-08-15 09:01:02.828951,55340,414P-10,-23.53567325,-46.5733845,2025-08-15T12:00:47Z,,,,,
361350,2025-08-15 09:01:02.828951,55355,414P-10,-23.5940805,-46.5274165,2025-08-15T12:00:40Z,,,,,
361351,2025-08-15 09:01:02.828951,21238,9300-10,-23.546565,-46.630926,2025-08-15T12:00:43Z,,,,,
361352,2025-08-15 09:01:02.828951,21121,9300-10,-23.527588,-46.648296125,2025-08-15T12:00:58Z,,,,,
361353,2025-08-15 09:01:02.828951,21914,9300-10,-23.552492,-46.637859,2025-08-15T11:59:59Z,,,,,
361354,2025-08-15 09:01:02.828951,21243,9300-10,-23.549846,-46.6390715,2025-08-15T12:00:21Z,,,,,
361355,2025-08-15 09:01:02.828951,66306,6031-10,-23.747541499999997,-46.6979605,2025-08-15T12:01:00Z,,,,,
361356,2025-08-15 09:01:02.828951,66458,6031-10,-23.7380895,-46.6977955,2025-08-15T12:00:30Z,,,,,
361357,2025-08-15 09:01:02.828951,66040,6031-10,-23.756300749999998,-46.7081675,2025-08-15T12:00:35Z,,,,,
361358,2025-08-15 09:01:02.828951,32057,263C-10,-23.52666825,-46.4180455,2025-08-15T12:00:24Z,,,,,
361359,2025-08-15 09:01:02.828951,32082,263C-10,-23.495439500000003,-46.412799,2025-08-15T12:00:49Z,,,,,
361360,2025-08-15 09:01:02.828951,32063,263C-10,-23.54347,-46.4211755,2025-08-15T12:00:58Z,,,,,
361361,2025-08-15 09:01:02.828951,41827,342M-10,-23.613857,-46.476304,2025-08-15T12:00:23Z,,,,,
361362,2025-08-15 09:01:02.828951,41785,342M-10,-23.5247435,-46.552948,2025-08-15T12:00:49Z,,,,,
361363,2025-08-15 09:01:02.828951,41771,342M-10,-23.558929,-46.5211575,2025-08-15T12:00:58Z,,,,,
361364,2025-08-15 09:01:02.828951,41836,342M-10,-23.528975,-46.554253,2025-08-15T12:00:45Z,,,,,
361365,2025-08-15 09:01:02.828951,41765,342M-10,-23.537579,-46.556275,2025-08-15T12:00:18Z,,,,,
361366,2025-08-15 09:01:02.828951,41834,342M-10,-23.602717124999998,-46.482420624999996,2025-08-15T12:00:27Z,,,,,
361367,2025-08-15 09:01:02.828951,41819,342M-10,-23.54384125,-46.546339,2025-08-15T12:00:49Z,,,,,
361368,2025-08-15 09:01:02.828951,41829,342M-10,-23.542583,-46.54966025,2025-08-15T12:00:48Z,,,,,
361369,2025-08-15 09:01:02.828951,41783,342M-10,-23.6131755,-46.476376,2025-08-15T12:00:56Z,,,,,
361370,2025-08-15 09:01:02.828951,41514,342M-10,-23.613857,-46.476304,2025-08-15T12:00:31Z,,,,,
361371,2025-08-15 09:01:02.828951,41605,342M-10,-23.579035750000003,-46.502755750000006,2025-08-15T12:01:00Z,,,,,
361372,2025-08-15 09:01:02.828951,41806,342M-10,-23.610713,-46.476423624999995,2025-08-15T12:00:52Z,,,,,
361373,2025-08-15 09:01:02.828951,41813,342M-10,-23.60428225,-46.48109225,2025-08-15T12:00:25Z,,,,,
361374,2025-08-15 09:01:02.828951,41607,342M-10,-23.5301775,-46.55544449999999,2025-08-15T12:00:35Z,,,,,
361375,2025-08-15 09:01:02.828951,41826,342M-10,-23.613857,-46.476304,2025-08-15T12:00:21Z,,,,,
361376,2025-08-15 09:01:02.828951,41511,342M-10,-23.553631250000002,-46.527705749999996,2025-08-15T12:00:40Z,,,,,
361377,2025-08-15 09:01:02.828951,41773,342M-10,-23.5473485,-46.5402945,2025-08-15T12:00:29Z,,,,,
361378,2025-08-15 09:01:02.828951,41825,342M-10,-23.613857,-46.476304,2025-08-15T12:00:52Z,,,,,
361379,2025-08-15 09:01:02.828951,41811,342M-10,-23.537792500000002,-46.555943,2025-08-15T12:00:52Z,,,,,
361380,2025-08-15 09:01:02.828951,41914,342M-10,-23.5186855,-46.5468855,2025-08-15T12:00:35Z,,,,,
361381,2025-08-15 09:01:02.828951,41786,342M-10,-23.613857,-46.476304,2025-08-15T12:00:21Z,,,,,
361382,2025-08-15 09:01:02.828951,85707,8072-10,-23.594818,-46.7444315,2025-08-15T12:00:20Z,,,,,
361383,2025-08-15 09:01:02.828951,85755,8072-10,-23.5857665,-46.723943,2025-08-15T12:00:39Z,,,,,
361384,2025-08-15 09:01:02.828951,85744,8072-10,-23.61934475,-46.758154000000005,2025-08-15T12:00:51Z,,,,,
361385,2025-08-15 09:01:02.828951,85697,8072-10,-23.5857665,-46.723943,2025-08-15T12:00:19Z,,,,,
361386,2025-08-15 09:01:02.828951,85745,8072-10,-23.6423545,-46.7659975,2025-08-15T12:00:48Z,,,,,
361387,2025-08-15 09:01:02.828951,85737,8072-10,-23.629372500000002,-46.7598375,2025-08-15T12:00:24Z,,,,,
361388,2025-08-15 09:01:02.828951,26488,1709-10,-23.465249999999997,-46.598546999999996,2025-08-15T12:00:21Z,,,,,
361389,2025-08-15 09:01:02.828951,26069,1709-10,-23.466797875,-46.597255125,2025-08-15T12:00:19Z,,,,,
361390,2025-08-15 09:01:02.828951,26005,1709-10,-23.440907,-46.5816925,2025-08-15T12:00:46Z,,,,,
361391,2025-08-15 09:01:02.828951,26367,1709-10,-23.47893225,-46.605864499999996,2025-08-15T12:00:53Z,,,,,
361392,2025-08-15 09:01:02.828951,26398,1709-10,-23.440907,-46.5816925,2025-08-15T12:00:33Z,,,,,
361393,2025-08-15 09:01:02.828951,26241,1709-10,-23.477443,-46.6054705,2025-08-15T12:00:25Z,,,,,
361394,2025-08-15 09:01:02.828951,26219,1709-10,-23.44049225,-46.581394,2025-08-15T12:00:32Z,,,,,
361395,2025-08-15 09:01:02.828951,26334,1709-10,-23.440907,-46.5816925,2025-08-15T12:00:39Z,,,,,
361396,2025-08-15 09:01:02.828951,86312,746C-10,-23.639778500000002,-46.71914275,2025-08-15T12:00:35Z,,,,,
361397,2025-08-15 09:01:02.828951,86251,746C-10,-23.612828999999998,-46.7412925,2025-08-15T12:00:51Z,,,,,
361398,2025-08-15 09:01:02.828951,86215,746C-10,-23.641527,-46.716401125000004,2025-08-15T12:00:34Z,,,,,
361399,2025-08-15 09:01:02.828951,86001,746C-10,-23.62862775,-46.73484225,2025-08-15T12:00:54Z,,,,,
361400,2025-08-15 09:01:02.828951,86500,746C-10,-23.6142575,-46.7556145,2025-08-15T12:00:24Z,,,,,
361401,2025-08-15 09:01:02.828951,86417,746C-10,-23.62889725,-46.73476475,2025-08-15T12:00:25Z,,,,,
361402,2025-08-15 09:01:02.828951,86182,746C-10,-23.640162,-46.736765500000004,2025-08-15T12:00:18Z,,,,,
361403,2025-08-15 09:01:02.828951,25127,179X-10,-23.4770265,-46.596399000000005,2025-08-15T12:00:20Z,,,,,
361404,2025-08-15 09:01:02.828951,25069,179X-10,-23.5104885,-46.62510475,2025-08-15T12:00:19Z,,,,,
361405,2025-08-15 09:01:02.828951,25188,179X-10,-23.432215,-46.571414000000004,2025-08-15T12:00:16Z,,,,,
361406,2025-08-15 09:01:02.828951,25146,179X-10,-23.526927999999998,-46.664887,2025-08-15T12:00:54Z,,,,,
361407,2025-08-15 09:01:02.828951,25153,179X-10,-23.528005999999998,-46.661822,2025-08-15T12:00:44Z,,,,,
361408,2025-08-15 09:01:02.828951,25171,179X-10,-23.451328,-46.588855499999994,2025-08-15T12:00:33Z,,,,,
361409,2025-08-15 09:01:02.828951,25070,179X-10,-23.5287465,-46.63948275,2025-08-15T12:00:44Z,,,,,
361410,2025-08-15 09:01:02.828951,61296,6026-10,-23.739172749999998,-46.709520499999996,2025-08-15T12:00:51Z,,,,,
361411,2025-08-15 09:01:02.828951,61297,6026-10,-23.6576195,-46.69899275,2025-08-15T12:00:51Z,,,,,
361412,2025-08-15 09:01:02.828951,61271,6026-10,-23.718775875,-46.700039625,2025-08-15T12:00:17Z,,,,,
361413,2025-08-15 09:01:02.828951,61298,6026-10,-23.6542125,-46.711884999999995,2025-08-15T12:00:35Z,,,,,
361414,2025-08-15 09:01:02.828951,47724,3743-10,-23.610713,-46.476423624999995,2025-08-15T12:00:22Z,,,,,
361415,2025-08-15 09:01:02.828951,47334,3743-10,-23.5424255,-46.470012,2025-08-15T12:00:40Z,,,,,
361416,2025-08-15 09:01:02.828951,47579,3743-10,-23.547687500000002,-46.461503,2025-08-15T12:00:18Z,,,,,
361417,2025-08-15 09:01:02.828951,47230,3743-10,-23.579697000000003,-46.484429500000005,2025-08-15T12:00:25Z,,,,,
361418,2025-08-15 09:01:02.828951,26012,1705-10,-23.4788075,-46.6060665,2025-08-15T12:00:41Z,,,,,
361419,2025-08-15 09:01:02.828951,26130,1705-10,-23.446901,-46.589862,2025-08-15T12:00:31Z,,,,,
361420,2025-08-15 09:01:02.828951,26164,1705-10,-23.4376295,-46.586282,2025-08-15T12:00:51Z,,,,,
361421,2025-08-15 09:01:02.828951,26539,1705-10,-23.458493999999998,-46.593531,2025-08-15T12:00:28Z,,,,,
361422,2025-08-15 09:01:02.828951,26324,1705-10,-23.4371915,-46.5857755,2025-08-15T12:00:25Z,,,,,
361423,2025-08-15 09:01:02.828951,26155,1705-10,-23.4347015,-46.584086,2025-08-15T12:00:49Z,,,,,
361424,2025-08-15 09:01:02.828951,26283,1705-10,-23.445325,-46.586286,2025-08-15T12:00:52Z,,,,,
361425,2025-08-15 09:01:02.828951,26213,1705-10,-23.434339,-46.58389525,2025-08-15T12:00:18Z,,,,,
361426,2025-08-15 09:01:02.828951,26168,1705-10,-23.4807845,-46.6028295,2025-08-15T12:00:58Z,,,,,
361427,2025-08-15 09:01:02.828951,45105,2719-10,-23.494781500000002,-46.469409999999996,2025-08-15T12:00:51Z,,,,,
361428,2025-08-15 09:01:02.828951,45329,2719-10,-23.494608,-46.470057499999996,2025-08-15T12:00:40Z,,,,,
361429,2025-08-15 09:01:02.828951,45182,2719-10,-23.49590675,-46.48513262499999,2025-08-15T12:00:32Z,,,,,
361430,2025-08-15 09:01:02.828951,45271,2719-10,-23.508437,-46.494011,2025-08-15T12:00:54Z,,,,,
361431,2025-08-15 09:01:02.828951,45106,2719-10,-23.510763,-46.50323,2025-08-15T12:00:55Z,,,,,
361432,2025-08-15 09:01:02.828951,45194,2719-10,-23.4949845,-46.4690635,2025-08-15T12:00:16Z,,,,,
361433,2025-08-15 09:01:02.828951,45142,2719-10,-23.494729,-46.4696005,2025-08-15T12:00:26Z,,,,,
361434,2025-08-15 09:01:02.828951,45107,2719-10,-23.494694,-46.469748,2025-08-15T12:00:32Z,,,,,
361435,2025-08-15 09:01:02.828951,45116,2719-10,-23.49354625,-46.47370375,2025-08-15T12:00:54Z,,,,,
361436,2025-08-15 09:01:02.828951,45111,2719-10,-23.494764500000002,-46.4694635,2025-08-15T12:00:57Z,,,,,
361437,2025-08-15 09:01:02.828951,16637,9005-10,-23.4543195,-46.6936435,2025-08-15T12:00:41Z,,,,,
361438,2025-08-15 09:01:02.828951,16533,9005-10,-23.4543195,-46.6936435,2025-08-15T12:00:41Z,,,,,
361439,2025-08-15 09:01:02.828951,16371,9005-10,-23.4541735,-46.694269750000004,2025-08-15T12:00:35Z,,,,,
361440,2025-08-15 09:01:02.828951,16328,9005-10,-23.4543195,-46.6936435,2025-08-15T12:00:59Z,,,,,
361441,2025-08-15 09:01:02.828951,16534,9005-10,-23.4541735,-46.694269750000004,2025-08-15T12:00:21Z,,,,,
361442,2025-08-15 09:01:02.828951,16491,9005-10,-23.4605415,-46.672868750000006,2025-08-15T12:00:27Z,,,,,
361443,2025-08-15 09:01:02.828951,68427,5018-10,-23.68045825,-46.645053250000004,2025-08-15T12:00:52Z,,,,,
361444,2025-08-15 09:01:02.828951,68481,5018-10,-23.664089,-46.650504,2025-08-15T12:00:39Z,,,,,
361445,2025-08-15 09:01:02.828951,78598,6028-10,-23.680467999999998,-46.734706,2025-08-15T12:00:31Z,,,,,
361446,2025-08-15 09:01:02.828951,78463,6028-10,-23.653856875,-46.71128025,2025-08-15T12:00:45Z,,,,,
361447,2025-08-15 09:01:02.828951,78527,6028-10,-23.667369,-46.728165,2025-08-15T12:00:28Z,,,,,
361448,2025-08-15 09:01:02.828951,78983,6028-10,-23.692501,-46.7576015,2025-08-15T12:00:39Z,,,,,
361449,2025-08-15 09:01:02.828951,47158,3789-10,-23.59092,-46.407697625,2025-08-15T12:00:47Z,,,,,
361450,2025-08-15 09:01:02.828951,47085,3789-10,-23.602955,-46.3979265,2025-08-15T12:00:46Z,,,,,
361451,2025-08-15 09:01:02.828951,47033,3789-10,-23.602955,-46.3979265,2025-08-15T12:00:31Z,,,,,
361452,2025-08-15 09:01:02.828951,47806,3789-10,-23.5722375,-46.4584635,2025-08-15T12:00:30Z,,,,,
361453,2025-08-15 09:01:02.828951,47242,3789-10,-23.562707625,-46.465965624999995,2025-08-15T12:00:22Z,,,,,
361454,2025-08-15 09:01:02.828951,47404,3789-10,-23.5960245,-46.4362195,2025-08-15T12:00:27Z,,,,,
361455,2025-08-15 09:01:02.828951,41142,408A-10,-23.5440265,-46.67212325,2025-08-15T12:00:30Z,,,,,
361456,2025-08-15 09:01:02.828951,41122,408A-10,-23.5428055,-46.63945699999999,2025-08-15T12:00:48Z,,,,,
361457,2025-08-15 09:01:02.828951,41108,408A-10,-23.557492250000003,-46.63297925,2025-08-15T12:00:39Z,,,,,
361458,2025-08-15 09:01:02.828951,81192,702C-10,-23.576697,-46.7421245,2025-08-15T12:00:41Z,,,,,
361459,2025-08-15 09:01:02.828951,81582,702C-10,-23.548370249999998,-46.62637074999999,2025-08-15T12:00:29Z,,,,,
361460,2025-08-15 09:01:02.828951,81506,702C-10,-23.547508125,-46.645146999999994,2025-08-15T12:00:33Z,,,,,
361461,2025-08-15 09:01:02.828951,81203,702C-10,-23.542462,-46.590803,2025-08-15T12:00:21Z,,,,,
361462,2025-08-15 09:01:02.828951,81310,702C-10,-23.571778000000002,-46.7484685,2025-08-15T12:00:58Z,,,,,
361463,2025-08-15 09:01:02.828951,81253,702C-10,-23.575126500000003,-46.741239,2025-08-15T12:00:18Z,,,,,
361464,2025-08-15 09:01:02.828951,26153,1705-10,-23.434117999999998,-46.5843315,2025-08-15T12:00:56Z,,,,,
