id,timestamp_analise,id_onibus,letreiro_linha,posicao_atual_lat,posicao_atual_lon,horario_posicao,proximo_ponto_previsto,horario_previsto_chegada
2785616,"2025-09-30 01:57:04.235357",11887,917H-10,-23.531218,-46.7371805,2025-08-14T20:42:36Z,440016921.0,08:39
2785617,"2025-09-30 01:57:04.235357",11882,917H-10,-23.486014,-46.7257505,2025-08-14T20:42:27Z,440016921.0,19:59
2785618,"2025-09-30 01:57:04.235357",11890,917H-10,-23.486014,-46.7257505,2025-08-14T20:42:57Z,70016782.0,00:11
2785619,"2025-09-30 01:57:04.235357",11456,917H-10,-23.5358485,-46.7264675,2025-08-14T20:42:59Z,440016921.0,01:54
2785620,"2025-09-30 01:57:04.235357",11907,917H-10,-23.5582825,-46.660157375,2025-08-14T20:42:59Z,70016782.0,09:12
2785621,"2025-09-30 01:57:04.235357",11910,917H-10,-23.53544925,-46.7118885,2025-08-14T20:42:31Z,440016921.0,08:21
2785622,"2025-09-30 01:57:04.235357",11903,917H-10,-23.589263,-46.634504,2025-08-14T20:43:01Z,440016921.0,01:04
2786454,"2025-09-30 01:57:04.235357",31266,4313-10,-23.583196,-46.407725,2025-08-14T20:42:33Z,540014587.0,06:10
2786456,"2025-09-30 01:57:04.235357",31240,4313-10,-23.540271,-46.542129,2025-08-14T20:42:39Z,540014576.0,08:45
2786457,"2025-09-30 01:57:04.235357",31028,4313-10,-23.5949145,-46.4410185,2025-08-14T20:42:24Z,540014585.0,08:10
2786458,"2025-09-30 01:57:04.235357",31241,4313-10,-23.54770925,-46.601538875,2025-08-14T20:42:54Z,820012014.0,23:27
2786460,"2025-09-30 01:57:04.235357",31251,4313-10,-23.5479245,-46.629473,2025-08-14T20:42:23Z,820012014.0,20:15
2786461,"2025-09-30 01:57:04.235357",31245,4313-10,-23.579996,-46.41152,2025-08-14T20:43:07Z,820012014.0,09:34
2786462,"2025-09-30 01:57:04.235357",31590,4313-10,-23.544070625,-46.59078425,2025-08-14T20:42:36Z,80014580.0,00:00
2786464,"2025-09-30 01:57:04.235357",31263,4313-10,-23.53547325,-46.549563,2025-08-14T20:42:57Z,80014597.0,09:09
2786465,"2025-09-30 01:57:04.235357",31096,4313-10,-23.581887,-46.4917525,2025-08-14T20:42:55Z,200012485.0,08:44
2786467,"2025-09-30 01:57:04.235357",31287,4313-10,-23.550840625,-46.6074375,2025-08-14T20:43:06Z,820012014.0,00:27
2786468,"2025-09-30 01:57:04.235357",31094,4313-10,-23.598322,-46.4618855,2025-08-14T20:42:58Z,200012487.0,19:04
2786898,"2025-09-30 01:57:04.235357",31169,4310-10,-23.546639,-46.631005,2025-08-14T20:42:39Z,100014412.0,08:35
2786901,"2025-09-30 01:57:04.235357",31204,4310-10,-23.544658,-46.59496375,2025-08-14T20:41:48Z,80014597.0,09:08
2786903,"2025-09-30 01:57:04.235357",31157,4310-10,-23.5348025,-46.4532225,2025-08-14T20:42:42Z,820012014.0,07:02
2786904,"2025-09-30 01:57:04.235357",31172,4310-10,-23.5465035,-46.63107,2025-08-14T20:43:03Z,820012014.0,22:16
2786905,"2025-09-30 01:57:04.235357",31180,4310-10,-23.5429115,-46.5874025,2025-08-14T20:42:48Z,540014575.0,21:52
2786906,"2025-09-30 01:57:04.235357",31154,4310-10,-23.5296085625,-46.516842375,2025-08-14T20:42:59Z,820012014.0,04:32
2786907,"2025-09-30 01:57:04.235357",31193,4310-10,-23.549139,-46.6256735,2025-08-14T20:42:34Z,540014577.0,08:49
2787491,"2025-09-30 01:57:04.235357",11886,917H-10,-23.4983085,-46.746239,2025-08-14T20:42:55Z,440016921.0,04:59
2787492,"2025-09-30 01:57:04.235357",11906,917H-10,-23.520248,-46.7524175,2025-08-14T20:42:41Z,440016921.0,00:18
2787494,"2025-09-30 01:57:04.235357",11894,917H-10,-23.531536625,-46.7342215,2025-08-14T20:42:34Z,440016921.0,06:28
2787496,"2025-09-30 01:57:04.235357",11893,917H-10,-23.5407565,-46.70155875,2025-08-14T20:42:26Z,440016921.0,21:24
2787497,"2025-09-30 01:57:04.235357",11901,917H-10,-23.5734135,-46.642413875,2025-08-14T20:43:00Z,440016921.0,21:57
2787498,"2025-09-30 01:57:04.235357",11823,917H-10,-23.5473585,-46.6892985,2025-08-14T20:42:25Z,70016916.0,08:20
2787499,"2025-09-30 01:57:04.235357",11888,917H-10,-23.502943625,-46.74680325,2025-08-14T20:42:27Z,70016782.0,00:22
2787500,"2025-09-30 01:57:04.235357",11898,917H-10,-23.5646643125,-46.652521875,2025-08-14T20:42:52Z,440016921.0,07:00
2787501,"2025-09-30 01:57:04.235357",11892,917H-10,-23.537047,-46.7249725,2025-08-14T20:42:28Z,440016921.0,06:12
2787503,"2025-09-30 01:57:04.235357",11899,917H-10,-23.547574,-46.6886235,2025-08-14T20:42:43Z,260016732.0,08:20
2787504,"2025-09-30 01:57:04.235357",11896,917H-10,-23.557028625,-46.6612635,2025-08-14T20:42:41Z,440016921.0,21:35
2788771,"2025-09-30 01:57:04.235357",31198,4310-10,-23.551726,-46.627585,2025-08-14T20:43:00Z,820012014.0,09:17
2788772,"2025-09-30 01:57:04.235357",31357,4310-10,-23.552247,-46.6218385,2025-08-14T20:42:57Z,820012014.0,05:09
2788774,"2025-09-30 01:57:04.235357",31139,4310-10,-23.548697,-46.60355875,2025-08-14T20:42:46Z,820012014.0,07:34
2788775,"2025-09-30 01:57:04.235357",31147,4310-10,-23.54002875,-46.485300875,2025-08-14T20:42:26Z,820012014.0,06:24
2788777,"2025-09-30 01:57:04.235357",31134,4310-10,-23.5526715,-46.6188335,2025-08-14T20:42:46Z,540014576.0,08:19
2788778,"2025-09-30 01:57:04.235357",31186,4310-10,-23.5420435,-46.580635,2025-08-14T20:42:07Z,820012014.0,19:16
2788779,"2025-09-30 01:57:04.235357",31203,4310-10,-23.5400895,-46.4634595,2025-08-14T20:42:55Z,820012501.0,08:51
2790243,"2025-09-30 01:57:04.235357",31024,4313-10,-23.594651,-46.4445415,2025-08-14T20:42:25Z,820012014.0,07:34
2790244,"2025-09-30 01:57:04.235357",31267,4313-10,-23.578761,-46.494406,2025-08-14T20:42:58Z,200012487.0,00:00
2790245,"2025-09-30 01:57:04.235357",31254,4313-10,-23.547402,-46.629792,2025-08-14T20:43:05Z,820012014.0,06:30
2790246,"2025-09-30 01:57:04.235357",31282,4313-10,-23.5515695,-46.624459,2025-08-14T20:42:39Z,820012014.0,08:18
2790247,"2025-09-30 01:57:04.235357",31300,4313-10,-23.547058,-46.6300155,2025-08-14T20:42:37Z,820012014.0,19:06
2790248,"2025-09-30 01:57:04.235357",31301,4313-10,-23.54588525,-46.59914275,2025-08-14T20:42:36Z,820012486.0,00:53
2790249,"2025-09-30 01:57:04.235357",31105,4313-10,-23.53890425,-46.54396,2025-08-14T20:42:54Z,820012014.0,20:55
2790250,"2025-09-30 01:57:04.235357",31084,4313-10,-23.580005125,-46.4126035,2025-08-14T20:42:43Z,820012014.0,00:08
2790251,"2025-09-30 01:57:04.235357",31286,4313-10,-23.5824165,-46.407865,2025-08-14T20:42:56Z,80014597.0,00:00
2793258,"2025-09-30 01:57:04.235357",11887,917H-10,-23.548686,-46.685025,2025-08-14T21:12:57Z,440016921.0,08:39
2793259,"2025-09-30 01:57:04.235357",11882,917H-10,-23.486014,-46.7257505,2025-08-14T21:12:40Z,440016921.0,19:59
2793260,"2025-09-30 01:57:04.235357",11886,917H-10,-23.4861505,-46.7258785,2025-08-14T21:12:51Z,440016921.0,04:59
2793261,"2025-09-30 01:57:04.235357",11456,917H-10,-23.548501,-46.6852395,2025-08-14T21:12:33Z,440016921.0,01:54
2793262,"2025-09-30 01:57:04.235357",11907,917H-10,-23.589263,-46.634504,2025-08-14T21:12:34Z,70016782.0,09:12
2793263,"2025-09-30 01:57:04.235357",11910,917H-10,-23.562207,-46.6557005,2025-08-14T21:12:48Z,440016921.0,08:21
2793264,"2025-09-30 01:57:04.235357",11888,917H-10,-23.487007,-46.726683,2025-08-14T21:12:44Z,70016782.0,00:22
2794148,"2025-09-30 01:57:04.235357",31266,4313-10,-23.550840625,-46.6074375,2025-08-14T21:12:55Z,540014587.0,06:10
2794150,"2025-09-30 01:57:04.235357",31240,4313-10,-23.5784875,-46.499427,2025-08-14T21:12:56Z,540014576.0,08:45
2794151,"2025-09-30 01:57:04.235357",31028,4313-10,-23.5479245,-46.629473,2025-08-14T21:12:40Z,540014585.0,08:10
2794152,"2025-09-30 01:57:04.235357",31241,4313-10,-23.5400975,-46.5425695,2025-08-14T21:12:47Z,820012014.0,23:27
2794154,"2025-09-30 01:57:04.235357",31251,4313-10,-23.5479245,-46.629473,2025-08-14T21:12:46Z,820012014.0,20:15
2794155,"2025-09-30 01:57:04.235357",31245,4313-10,-23.5831765,-46.4077945,2025-08-14T21:12:38Z,820012014.0,09:34
2794156,"2025-09-30 01:57:04.235357",31594,4313-10,-23.5940245,-46.421775,2025-08-14T21:12:45Z,540014575.0,00:07
2794157,"2025-09-30 01:57:04.235357",31254,4313-10,-23.5403895,-46.57435,2025-08-14T21:11:57Z,820012014.0,06:30
2794158,"2025-09-30 01:57:04.235357",31282,4313-10,-23.551941,-46.624897,2025-08-14T21:12:48Z,820012014.0,08:18
2794159,"2025-09-30 01:57:04.235357",31300,4313-10,-23.54770925,-46.601538875,2025-08-14T21:12:55Z,820012014.0,19:06
2794160,"2025-09-30 01:57:04.235357",31263,4313-10,-23.5715905,-46.50452325,2025-08-14T21:12:19Z,80014597.0,09:09
2794161,"2025-09-30 01:57:04.235357",31096,4313-10,-23.589675,-46.4162115,2025-08-14T21:12:25Z,200012485.0,08:44
2794162,"2025-09-30 01:57:04.235357",31239,4313-10,-23.5517475,-46.52163375,2025-08-14T21:12:56Z,820012014.0,08:26
2794163,"2025-09-30 01:57:04.235357",31287,4313-10,-23.538951125,-46.5456405,2025-08-14T21:12:34Z,820012014.0,00:27
2794576,"2025-09-30 01:57:04.235357",31174,4310-10,-23.5387355,-46.5670335,2025-08-14T21:12:49Z,820012014.0,05:36
2794578,"2025-09-30 01:57:04.235357",31169,4310-10,-23.543874125,-46.58981925,2025-08-14T21:12:06Z,100014412.0,08:35
2794580,"2025-09-30 01:57:04.235357",31137,4310-10,-23.547625,-46.630348,2025-08-14T21:13:00Z,540014587.0,08:11
2794581,"2025-09-30 01:57:04.235357",31204,4310-10,-23.55284975,-46.617077,2025-08-14T21:12:51Z,80014597.0,09:08
2794582,"2025-09-30 01:57:04.235357",31139,4310-10,-23.53221,-46.5344085,2025-08-14T21:13:02Z,820012014.0,07:34
2794584,"2025-09-30 01:57:04.235357",31181,4310-10,-23.53232725,-46.53496,2025-08-14T21:12:47Z,820012014.0,22:36
2794585,"2025-09-30 01:57:04.235357",31155,4310-10,-23.5314775,-46.5016385,2025-08-14T21:12:34Z,930012483.0,00:01
2794586,"2025-09-30 01:57:04.235357",31172,4310-10,-23.545701,-46.59792925,2025-08-14T21:12:31Z,820012014.0,22:16
2794588,"2025-09-30 01:57:04.235357",31201,4310-10,-23.53179125,-46.5233455,2025-08-14T21:12:39Z,80014580.0,00:00
2794589,"2025-09-30 01:57:04.235357",31134,4310-10,-23.5382475,-46.563386,2025-08-14T21:13:00Z,540014576.0,08:19
2794590,"2025-09-30 01:57:04.235357",31194,4310-10,-23.55305475,-46.614928,2025-08-14T21:12:43Z,540014577.0,06:35
2794591,"2025-09-30 01:57:04.235357",31180,4310-10,-23.551941,-46.624897,2025-08-14T21:12:57Z,540014575.0,21:52
2794592,"2025-09-30 01:57:04.235357",31186,4310-10,-23.5294185,-46.50469775,2025-08-14T21:13:09Z,820012014.0,19:16
2794593,"2025-09-30 01:57:04.235357",31193,4310-10,-23.54956025,-46.605112,2025-08-14T21:12:59Z,540014577.0,08:49
2796901,"2025-09-30 01:57:04.235357",31192,4310-10,-23.537326,-46.5605764375,2025-08-14T21:12:56Z,820012014.0,16:52
2796906,"2025-09-30 01:57:04.235357",31147,4310-10,-23.5348025,-46.4532225,2025-08-14T21:12:42Z,820012014.0,06:24
2796908,"2025-09-30 01:57:04.235357",31157,4310-10,-23.5422635,-46.58235725,2025-08-14T21:12:50Z,820012014.0,07:02
2796909,"2025-09-30 01:57:04.235357",31120,4310-10,-23.5467695,-46.630927,2025-08-14T21:12:36Z,540014585.0,10:38
2796910,"2025-09-30 01:57:04.235357",31203,4310-10,-23.53201225,-46.500731,2025-08-14T21:12:56Z,820012501.0,08:51
2796911,"2025-09-30 01:57:04.235357",31154,4310-10,-23.53156075,-46.52186775,2025-08-14T21:12:31Z,820012014.0,04:32
2797589,"2025-09-30 01:57:04.235357",11906,917H-10,-23.4856805,-46.7461115,2025-08-14T21:12:59Z,440016921.0,00:18
2797591,"2025-09-30 01:57:04.235357",11894,917H-10,-23.501884,-46.746591,2025-08-14T21:12:52Z,440016921.0,06:28
2797593,"2025-09-30 01:57:04.235357",11893,917H-10,-23.520244,-46.742219,2025-08-14T21:12:46Z,440016921.0,21:24
2797594,"2025-09-30 01:57:04.235357",11901,917H-10,-23.55223,-46.675166125,2025-08-14T21:12:46Z,440016921.0,21:57
2797595,"2025-09-30 01:57:04.235357",11823,917H-10,-23.537649,-46.719566,2025-08-14T21:12:43Z,70016916.0,08:20
2797596,"2025-09-30 01:57:04.235357",11898,917H-10,-23.541606,-46.696702,2025-08-14T21:13:09Z,440016921.0,07:00
2797597,"2025-09-30 01:57:04.235357",11892,917H-10,-23.5044425,-46.7466075,2025-08-14T21:12:40Z,440016921.0,06:12
2797598,"2025-09-30 01:57:04.235357",11899,917H-10,-23.540595,-46.717951,2025-08-14T21:12:54Z,260016732.0,08:20
2797599,"2025-09-30 01:57:04.235357",11896,917H-10,-23.5353055,-46.71311125,2025-08-14T21:12:57Z,440016921.0,21:35
2797600,"2025-09-30 01:57:04.235357",11903,917H-10,-23.56241325,-46.65523275,2025-08-14T21:12:35Z,440016921.0,01:04
2797666,"2025-09-30 01:57:04.235357",31093,4313-10,-23.5431995,-46.6286825,2025-08-14T21:13:01Z,820012014.0,07:24
2797667,"2025-09-30 01:57:04.235357",31024,4313-10,-23.550654,-46.522548,2025-08-14T21:12:41Z,820012014.0,07:34
2797668,"2025-09-30 01:57:04.235357",31267,4313-10,-23.537936375,-46.563649125,2025-08-14T21:12:30Z,200012487.0,00:00
2797669,"2025-09-30 01:57:04.235357",31301,4313-10,-23.5472815,-46.629869,2025-08-14T21:12:51Z,820012486.0,00:53
2797671,"2025-09-30 01:57:04.235357",31105,4313-10,-23.547058,-46.6300155,2025-08-14T21:12:52Z,820012014.0,20:55
2797672,"2025-09-30 01:57:04.235357",31084,4313-10,-23.5831975,-46.4897435,2025-08-14T21:13:01Z,820012014.0,00:08
2797673,"2025-09-30 01:57:04.235357",31094,4313-10,-23.5824475,-46.407563,2025-08-14T21:12:29Z,200012487.0,19:04
2797674,"2025-09-30 01:57:04.235357",31302,4313-10,-23.546832,-46.6301665,2025-08-14T21:12:40Z,80014579.0,18:57
2797675,"2025-09-30 01:57:04.235357",31286,4313-10,-23.59028075,-46.416637,2025-08-14T21:13:10Z,80014597.0,00:00
2800922,"2025-09-30 01:57:04.235357",11887,917H-10,-23.57124375,-46.64446725,2025-08-14T21:42:29Z,440016921.0,08:39
2800923,"2025-09-30 01:57:04.235357",11882,917H-10,-23.486014,-46.7257505,2025-08-14T21:42:58Z,440016921.0,19:59
2800924,"2025-09-30 01:57:04.235357",11886,917H-10,-23.4861505,-46.7258785,2025-08-14T21:43:06Z,440016921.0,04:59
2800925,"2025-09-30 01:57:04.235357",11906,917H-10,-23.486014,-46.7257505,2025-08-14T21:42:34Z,440016921.0,00:18
2800926,"2025-09-30 01:57:04.235357",11894,917H-10,-23.486014,-46.7257505,2025-08-14T21:43:07Z,440016921.0,06:28
2800928,"2025-09-30 01:57:04.235357",11456,917H-10,-23.572313,-46.6431575,2025-08-14T21:42:49Z,440016921.0,01:54
2800929,"2025-09-30 01:57:04.235357",11910,917H-10,-23.589249,-46.633758,2025-08-14T21:43:07Z,440016921.0,08:21
2800930,"2025-09-30 01:57:04.235357",11888,917H-10,-23.486517,-46.7262255,2025-08-14T21:43:00Z,70016782.0,00:22
2801916,"2025-09-30 01:57:04.235357",31137,4310-10,-23.5398025,-46.462597,2025-08-14T21:42:33Z,540014587.0,08:11
2801918,"2025-09-30 01:57:04.235357",31147,4310-10,-23.536997875,-46.558906625,2025-08-14T21:43:02Z,820012014.0,06:24
2801920,"2025-09-30 01:57:04.235357",31155,4310-10,-23.5345645,-46.4529065,2025-08-14T21:42:52Z,930012483.0,00:01
2801922,"2025-09-30 01:57:04.235357",31201,4310-10,-23.5351205,-46.4536295,2025-08-14T21:42:39Z,80014580.0,00:00
2801923,"2025-09-30 01:57:04.235357",31186,4310-10,-23.534623,-46.4529845,2025-08-14T21:42:41Z,820012014.0,19:16
2801924,"2025-09-30 01:57:04.235357",31203,4310-10,-23.544655,-46.630301,2025-08-14T21:42:54Z,820012501.0,08:51
2801925,"2025-09-30 01:57:04.235357",31154,4310-10,-23.531997,-46.5312125,2025-08-14T21:42:48Z,820012014.0,04:32
2803975,"2025-09-30 01:57:04.235357",31251,4313-10,-23.5479245,-46.629473,2025-08-14T21:43:07Z,820012014.0,20:15
2803976,"2025-09-30 01:57:04.235357",31594,4313-10,-23.583026,-46.408417,2025-08-14T21:42:58Z,540014575.0,00:07
2803977,"2025-09-30 01:57:04.235357",31254,4313-10,-23.55295375,-46.51949425,2025-08-14T21:42:58Z,820012014.0,06:30
2803978,"2025-09-30 01:57:04.235357",31300,4313-10,-23.539039375,-46.5454115,2025-08-14T21:42:29Z,820012014.0,19:06
2803979,"2025-09-30 01:57:04.235357",31301,4313-10,-23.541665,-46.579127,2025-08-14T21:43:09Z,820012486.0,00:53
2803980,"2025-09-30 01:57:04.235357",31263,4313-10,-23.594753,-46.442143,2025-08-14T21:42:32Z,80014597.0,09:09
2803981,"2025-09-30 01:57:04.235357",31105,4313-10,-23.54770925,-46.601538875,2025-08-14T21:43:03Z,820012014.0,20:55
2803982,"2025-09-30 01:57:04.235357",31287,4313-10,-23.5706305,-46.5045045,2025-08-14T21:40:41Z,820012014.0,00:27
2803983,"2025-09-30 01:57:04.235357",31302,4313-10,-23.55250525,-46.62719325,2025-08-14T21:42:48Z,80014579.0,18:57
2804074,"2025-09-30 01:57:04.235357",31174,4310-10,-23.54023625,-46.485081625,2025-08-14T21:43:08Z,820012014.0,05:36
2804075,"2025-09-30 01:57:04.235357",31169,4310-10,-23.5314775,-46.5016385,2025-08-14T21:42:48Z,100014412.0,08:35
2804076,"2025-09-30 01:57:04.235357",31198,4310-10,-23.5417385,-46.4834375,2025-08-14T21:42:55Z,820012014.0,09:17
2804079,"2025-09-30 01:57:04.235357",31139,4310-10,-23.5376595,-46.455855,2025-08-14T21:42:34Z,820012014.0,07:34
2804080,"2025-09-30 01:57:04.235357",31181,4310-10,-23.5389345,-46.4572275,2025-08-14T21:43:04Z,820012014.0,22:36
2804081,"2025-09-30 01:57:04.235357",31120,4310-10,-23.54362975,-46.58858725,2025-08-14T21:40:38Z,540014585.0,10:38
2804082,"2025-09-30 01:57:04.235357",31134,4310-10,-23.5417385,-46.4834375,2025-08-14T21:42:36Z,540014576.0,08:19
2804083,"2025-09-30 01:57:04.235357",31194,4310-10,-23.54770925,-46.601538875,2025-08-14T21:42:58Z,540014577.0,06:35
2804084,"2025-09-30 01:57:04.235357",31180,4310-10,-23.5403895,-46.57435,2025-08-14T21:36:50Z,540014575.0,21:52
2804581,"2025-09-30 01:57:04.235357",31028,4313-10,-23.58138925,-46.410665625,2025-08-14T21:42:55Z,540014585.0,08:10
2804582,"2025-09-30 01:57:04.235357",31093,4313-10,-23.547402,-46.629792,2025-08-14T21:42:37Z,820012014.0,07:24
2804583,"2025-09-30 01:57:04.235357",31024,4313-10,-23.546832,-46.6301665,2025-08-14T21:43:00Z,820012014.0,07:34
2804584,"2025-09-30 01:57:04.235357",31245,4313-10,-23.5946545,-46.448843,2025-08-14T21:42:51Z,820012014.0,09:34
2804585,"2025-09-30 01:57:04.235357",31267,4313-10,-23.5472815,-46.629869,2025-08-14T21:42:47Z,200012487.0,00:00
2804586,"2025-09-30 01:57:04.235357",31277,4313-10,-23.5419615,-46.5806595,2025-08-14T21:42:33Z,820012014.0,19:00
2804587,"2025-09-30 01:57:04.235357",31258,4313-10,-23.547058,-46.6300155,2025-08-14T21:42:37Z,200012487.0,00:05
2804589,"2025-09-30 01:57:04.235357",31096,4313-10,-23.583196,-46.407725,2025-08-14T21:42:42Z,200012485.0,08:44
2804590,"2025-09-30 01:57:04.235357",31084,4313-10,-23.536626625,-46.55699375,2025-08-14T21:42:32Z,820012014.0,00:08
2804591,"2025-09-30 01:57:04.235357",31094,4313-10,-23.594362,-46.42451,2025-08-14T21:42:42Z,200012487.0,19:04
2804592,"2025-09-30 01:57:04.235357",31286,4313-10,-23.577084,-46.500837,2025-08-14T21:42:58Z,80014597.0,00:00
2804593,"2025-09-30 01:57:04.235357",31238,4313-10,-23.55186275,-46.520397375,2025-08-14T21:42:58Z,100014412.0,19:09
2805614,"2025-09-30 01:57:04.235357",11893,917H-10,-23.4854615,-46.74028875,2025-08-14T21:43:03Z,440016921.0,21:24
2805615,"2025-09-30 01:57:04.235357",11901,917H-10,-23.53529425,-46.71350125,2025-08-14T21:42:49Z,440016921.0,21:57
2805616,"2025-09-30 01:57:04.235357",11823,917H-10,-23.5097165,-46.753703,2025-08-14T21:43:00Z,70016916.0,08:20
2805617,"2025-09-30 01:57:04.235357",11907,917H-10,-23.5646643125,-46.652521875,2025-08-14T21:42:51Z,70016782.0,09:12
2805618,"2025-09-30 01:57:04.235357",11898,917H-10,-23.5235825,-46.7410765,2025-08-14T21:42:41Z,440016921.0,07:00
2805619,"2025-09-30 01:57:04.235357",11899,917H-10,-23.5120225,-46.754131,2025-08-14T21:43:11Z,260016732.0,08:20
2805620,"2025-09-30 01:57:04.235357",11896,917H-10,-23.520611,-46.7518035,2025-08-14T21:42:30Z,440016921.0,21:35
2805621,"2025-09-30 01:57:04.235357",11903,917H-10,-23.5471795,-46.689632,2025-08-14T21:42:52Z,440016921.0,01:04
2805622,"2025-09-30 01:57:04.235357",11883,917H-10,-23.5678419375,-46.6486594375,2025-08-14T21:42:55Z,70016834.0,00:03
2808496,"2025-09-30 01:57:04.235357",11887,917H-10,-23.5892145,-46.634663,2025-08-14T22:12:46Z,440016921.0,08:39
2808497,"2025-09-30 01:57:04.235357",11882,917H-10,-23.508283,-46.7520435,2025-08-14T22:12:30Z,440016921.0,19:59
2808498,"2025-09-30 01:57:04.235357",11886,917H-10,-23.486826,-46.737035,2025-08-14T22:13:00Z,440016921.0,04:59
2808499,"2025-09-30 01:57:04.235357",11906,917H-10,-23.486014,-46.7257505,2025-08-14T22:12:52Z,440016921.0,00:18
2808500,"2025-09-30 01:57:04.235357",11893,917H-10,-23.486014,-46.7257505,2025-08-14T22:12:37Z,440016921.0,21:24
2808501,"2025-09-30 01:57:04.235357",11888,917H-10,-23.486014,-46.7257505,2025-08-14T22:12:32Z,70016782.0,00:22
2809470,"2025-09-30 01:57:04.235357",31266,4313-10,-23.5784875,-46.499427,2025-08-14T22:12:47Z,540014587.0,06:10
2809472,"2025-09-30 01:57:04.235357",31093,4313-10,-23.5411795,-46.577849,2025-08-14T22:07:44Z,820012014.0,07:24
2809473,"2025-09-30 01:57:04.235357",31024,4313-10,-23.55293525,-46.616193,2025-08-14T22:12:32Z,820012014.0,07:34
2809474,"2025-09-30 01:57:04.235357",31267,4313-10,-23.543874125,-46.58981925,2025-08-14T22:12:19Z,200012487.0,00:00
2809475,"2025-09-30 01:57:04.235357",31254,4313-10,-23.5984295,-46.461347,2025-08-14T22:13:14Z,820012014.0,06:30
2809477,"2025-09-30 01:57:04.235357",31300,4313-10,-23.583457,-46.4904665,2025-08-14T22:10:34Z,820012014.0,19:06
2809478,"2025-09-30 01:57:04.235357",31258,4313-10,-23.54502925,-46.595573875,2025-08-14T22:12:52Z,200012487.0,00:05
2809479,"2025-09-30 01:57:04.235357",31301,4313-10,-23.552165,-46.5208635,2025-08-14T22:12:43Z,820012486.0,00:53
2809480,"2025-09-30 01:57:04.235357",31105,4313-10,-23.54142,-46.538755,2025-08-14T22:13:00Z,820012014.0,20:55
2809481,"2025-09-30 01:57:04.235357",31239,4313-10,-23.59405,-46.4207975,2025-08-14T22:12:36Z,820012014.0,08:26
2809582,"2025-09-30 01:57:04.235357",31174,4310-10,-23.5346725,-46.45305,2025-08-14T22:12:41Z,820012014.0,05:36
2809583,"2025-09-30 01:57:04.235357",31169,4310-10,-23.5348025,-46.4532225,2025-08-14T22:12:40Z,100014412.0,08:35
2809584,"2025-09-30 01:57:04.235357",31198,4310-10,-23.535216,-46.4541105,2025-08-14T22:13:04Z,820012014.0,09:17
2809585,"2025-09-30 01:57:04.235357",31137,4310-10,-23.544481375,-46.594098125,2025-08-14T22:12:54Z,540014587.0,08:11
2809586,"2025-09-30 01:57:04.235357",31147,4310-10,-23.547369,-46.63052,2025-08-14T22:12:31Z,820012014.0,06:24
2809587,"2025-09-30 01:57:04.235357",31201,4310-10,-23.5363225,-46.45520925,2025-08-14T22:12:56Z,80014580.0,00:00
2809588,"2025-09-30 01:57:04.235357",31134,4310-10,-23.534623,-46.4529845,2025-08-14T22:12:46Z,540014576.0,08:19
2809589,"2025-09-30 01:57:04.235357",31193,4310-10,-23.534413,-46.4526755,2025-08-14T22:13:10Z,540014577.0,08:49
2809590,"2025-09-30 01:57:04.235357",31208,4310-10,-23.545828,-46.6312175,2025-08-14T22:12:41Z,820012014.0,08:27
2812071,"2025-09-30 01:57:04.235357",31028,4313-10,-23.5986165,-46.46579,2025-08-14T22:12:29Z,540014585.0,08:10
2812073,"2025-09-30 01:57:04.235357",31251,4313-10,-23.598272,-46.463213,2025-08-14T22:12:42Z,820012014.0,20:15
2812074,"2025-09-30 01:57:04.235357",31245,4313-10,-23.54289925,-46.53267275,2025-08-14T22:13:05Z,820012014.0,09:34
2812075,"2025-09-30 01:57:04.235357",31277,4313-10,-23.547402,-46.629792,2025-08-14T22:12:47Z,820012014.0,19:00
2812077,"2025-09-30 01:57:04.235357",31263,4313-10,-23.581097,-46.4143675,2025-08-14T22:12:43Z,80014597.0,09:09
2812078,"2025-09-30 01:57:04.235357",31096,4313-10,-23.594952875,-46.428407,2025-08-14T22:12:59Z,200012485.0,08:44
2812079,"2025-09-30 01:57:04.235357",31084,4313-10,-23.5472815,-46.629869,2025-08-14T22:12:48Z,820012014.0,00:08
2812080,"2025-09-30 01:57:04.235357",31094,4313-10,-23.554832,-46.517111,2025-08-14T22:12:58Z,200012487.0,19:04
2812081,"2025-09-30 01:57:04.235357",31286,4313-10,-23.5429115,-46.5874025,2025-08-14T22:13:02Z,80014597.0,00:00
2812082,"2025-09-30 01:57:04.235357",31238,4313-10,-23.5985955,-46.4655,2025-08-14T22:12:30Z,100014412.0,19:09
2812135,"2025-09-30 01:57:04.235357",31192,4310-10,-23.53755,-46.56081125,2025-08-14T22:12:59Z,820012014.0,16:52
2812138,"2025-09-30 01:57:04.235357",31122,4310-10,-23.5383225,-46.563772,2025-08-14T22:12:47Z,80014597.0,08:14
2812142,"2025-09-30 01:57:04.235357",31157,4310-10,-23.534867,-46.547666,2025-08-14T22:13:02Z,820012014.0,07:02
2812143,"2025-09-30 01:57:04.235357",31120,4310-10,-23.530665625,-46.5188705,2025-08-14T22:13:03Z,540014585.0,10:38
2812145,"2025-09-30 01:57:04.235357",31194,4310-10,-23.5329535,-46.5376545,2025-08-14T22:13:13Z,540014577.0,06:35
2812146,"2025-09-30 01:57:04.235357",31203,4310-10,-23.543421375,-46.58752825,2025-08-14T22:12:55Z,820012501.0,08:51
